date,415nm,445nm,480nm,515nm,555nm,590nm,630nm,680nm,clear,nir,photo_id,grain_type,numpy_file,r_mean,g_mean,b_mean,r_var,g_var,b_var
"2025-01-10,17:36:42",[  224] ,[ 1476] *,[  764] ,[ 1608] *,[ 1702] *,[ 1133] *,[  708] ,[  438] ,[ 1705] *,[   88] ,20250110_173642_foto.jpg,conchuela,/home/alvaro/Documents/Workspace/midi/data/static_training/processing_n3/data/files_mnsb_data/conchuela/numpy_files/20250110_173642_foto_normalized.npy,0.10731,0.11044,0.11224,0.06736,0.06996,0.07233
"2025-01-10,17:36:51",[  223] ,[ 1470] *,[  763] ,[ 1599] *,[ 1693] *,[ 1127] *,[  705] ,[  436] ,[ 1697] *,[   87] ,20250110_173651_foto.jpg,conchuela,/home/alvaro/Documents/Workspace/midi/data/static_training/processing_n3/data/files_mnsb_data/conchuela/numpy_files/20250110_173651_foto_normalized.npy,0.10882,0.11137,0.1155,0.06853,0.07062,0.07515
"2025-01-10,17:36:59",[  223] ,[ 1471] *,[  764] ,[ 1598] *,[ 1693] *,[ 1127] *,[  705] ,[  437] ,[ 1698] *,[   87] ,20250110_173659_foto.jpg,conchuela,/home/alvaro/Documents/Workspace/midi/data/static_training/processing_n3/data/files_mnsb_data/conchuela/numpy_files/20250110_173659_foto_normalized.npy,0.11007,0.1114,0.1158,0.07028,0.07087,0.07571
"2025-01-10,17:37:06",[  223] ,[ 1471] *,[  763] ,[ 1599] *,[ 1693] *,[ 1127] *,[  705] ,[  436] ,[ 1698] *,[   87] ,20250110_173706_foto.jpg,conchuela,/home/alvaro/Documents/Workspace/midi/data/static_training/processing_n3/data/files_mnsb_data/conchuela/numpy_files/20250110_173706_foto_normalized.npy,0.10788,0.11064,0.1155,0.06759,0.07008,0.07537
"2025-01-10,17:37:13",[  223] ,[ 1470] *,[  764] ,[ 1598] *,[ 1692] *,[ 1125] *,[  704] ,[  436] ,[ 1697] *,[   87] ,20250110_173713_foto.jpg,conchuela,/home/alvaro/Documents/Workspace/midi/data/static_training/processing_n3/data/files_mnsb_data/conchuela/numpy_files/20250110_173713_foto_normalized.npy,0.10993,0.11124,0.11584,0.07,0.07054,0.07552
"2025-01-10,17:37:25",[  223] ,[ 1470] *,[  763] ,[ 1597] *,[ 1691] *,[ 1125] *,[  704] ,[  436] ,[ 1697] *,[   87] ,20250110_173725_foto.jpg,conchuela,/home/alvaro/Documents/Workspace/midi/data/static_training/processing_n3/data/files_mnsb_data/conchuela/numpy_files/20250110_173725_foto_normalized.npy,0.10952,0.11134,0.1158,0.06961,0.07079,0.07544
"2025-01-10,17:37:33",[  223] ,[ 1470] *,[  764] ,[ 1597] *,[ 1691] *,[ 1125] *,[  704] ,[  436] ,[ 1697] *,[   87] ,20250110_173733_foto.jpg,conchuela,/home/alvaro/Documents/Workspace/midi/data/static_training/processing_n3/data/files_mnsb_data/conchuela/numpy_files/20250110_173733_foto_normalized.npy,0.10746,0.10884,0.11257,0.06714,0.0676,0.07169
"2025-01-10,17:37:41",[  223] ,[ 1470] *,[  764] ,[ 1597] *,[ 1690] *,[ 1125] *,[  704] ,[  436] ,[ 1697] *,[   87] ,20250110_173741_foto.jpg,conchuela,/home/alvaro/Documents/Workspace/midi/data/static_training/processing_n3/data/files_mnsb_data/conchuela/numpy_files/20250110_173741_foto_normalized.npy,0.10845,0.11203,0.1158,0.06831,0.07162,0.07575
"2025-01-10,17:37:49",[  224] ,[ 1471] *,[  764] ,[ 1597] *,[ 1691] *,[ 1125] *,[  704] ,[  436] ,[ 1698] *,[   87] ,20250110_173749_foto.jpg,conchuela,/home/alvaro/Documents/Workspace/midi/data/static_training/processing_n3/data/files_mnsb_data/conchuela/numpy_files/20250110_173749_foto_normalized.npy,0.10907,0.11171,0.11573,0.06903,0.07117,0.07565
"2025-01-10,17:37:57",[  223] ,[ 1471] *,[  764] ,[ 1597] *,[ 1691] *,[ 1125] *,[  704] ,[  436] ,[ 1698] *,[   87] ,20250110_173757_foto.jpg,conchuela,/home/alvaro/Documents/Workspace/midi/data/static_training/processing_n3/data/files_mnsb_data/conchuela/numpy_files/20250110_173757_foto_normalized.npy,0.10951,0.11129,0.11457,0.06981,0.07093,0.07454
"2025-01-10,17:38:05",[  223] ,[ 1470] *,[  764] ,[ 1597] *,[ 1691] *,[ 1125] *,[  704] ,[  436] ,[ 1698] *,[   87] ,20250110_173805_foto.jpg,conchuela,/home/alvaro/Documents/Workspace/midi/data/static_training/processing_n3/data/files_mnsb_data/conchuela/numpy_files/20250110_173805_foto_normalized.npy,0.10906,0.11101,0.11413,0.06913,0.07051,0.07393
"2025-01-10,17:38:14",[  223] ,[ 1467] *,[  763] ,[ 1593] *,[ 1690] *,[ 1125] *,[  704] ,[  436] ,[ 1697] *,[   87] ,20250110_173814_foto.jpg,conchuela,/home/alvaro/Documents/Workspace/midi/data/static_training/processing_n3/data/files_mnsb_data/conchuela/numpy_files/20250110_173814_foto_normalized.npy,0.109,0.11118,0.1148,0.06889,0.07059,0.07441
"2025-01-10,17:38:22",[  223] ,[ 1470] *,[  764] ,[ 1596] *,[ 1690] *,[ 1125] *,[  703] ,[  436] ,[ 1697] *,[   87] ,20250110_173822_foto.jpg,conchuela,/home/alvaro/Documents/Workspace/midi/data/static_training/processing_n3/data/files_mnsb_data/conchuela/numpy_files/20250110_173822_foto_normalized.npy,0.10966,0.11093,0.11586,0.06967,0.07025,0.07587
